Latah County (ID)'s Birthday,05/14,1888
Lemhi County (ID)'s Birthday,01/09,1869
Lewis County (ID)'s Birthday,03/03,1911
Lincoln County (ID)'s Birthday,03/18,1895
Madison County (ID)'s Birthday,02/18,1913
Minidoka County (ID)'s Birthday,01/28,1913
Nez Perce County (ID)'s Birthday,02/04,1864
Oneida County (ID)'s Birthday,01/22,1864
Owyhee County (ID)'s Birthday,12/31,1863
Payette County (ID)'s Birthday,02/28,1917
Power County (ID)'s Birthday,01/30,1913
Shoshone County (ID)'s Birthday,02/04,1864
Teton County (ID)'s Birthday,01/26,1915
Twin Falls County (ID)'s Birthday,02/21,1907
Valley County (ID)'s Birthday,02/26,1917
Washington County (ID)'s Birthday,02/20,1879
Cook County (IL)'s Birthday,01/15,1831
Adams County (IN)'s Birthday,03/01,1836
Allen County (IN)'s Birthday,04/01,1824
Bartholomew County (IN)'s Birthday,02/12,1821
Benton County (IN)'s Birthday,02/18,1840
Blackford County (IN)'s Birthday,04/02,1838
Boone County (IN)'s Birthday,04/01,1830
Brown County (IN)'s Birthday,02/04,1836
Carroll County (IN)'s Birthday,01/17,1828
Cass County (IN)'s Birthday,12/18,1828
Clark County (IN)'s Birthday,02/03,1801
Clay County (IN)'s Birthday,02/12,1825
Clinton County (IN)'s Birthday,03/01,1830
Crawford County (IN)'s Birthday,01/05,1818
Daviess County (IN)'s Birthday,02/02,1818
Dearborn County (IN)'s Birthday,03/07,1803
Decatur County (IN)'s Birthday,12/12,1821
DeKalb County (IN)'s Birthday,02/07,1835
Dubois County (IN)'s Birthday,12/20,1818
Elkhart County (IN)'s Birthday,04/01,1830
Floyd County (IN)'s Birthday,03/04,1819
Fountain County (IN)'s Birthday,04/01,1826
Franklin County (IN)'s Birthday,02/01,1811
Fulton County (IN)'s Birthday,02/07,1836
Gibson County (IN)'s Birthday,04/01,1813
